NIP,Label,MD,MI,MS,MC,LD,LI,LS,LC,CD,CI,CS,CC,N,G,A,L,P,I,T,V,X,S,B,O,R,D,C,Z,E,K,F,W,DA,FLX,KM,KN,KP,KV,KS,KI,LB,MB,OH,PM,SK
21867786,HA,4,0,5,8,6,7,2,5,-2,-7,3,3,8,4,5,2,3,3,3,3,1,2,4,4,8,8,8,4,4,3,8,5,4,3,2,4,4,4,3,2,4,2,3,2,3
21877702,HA,1,1,8,9,9,7,1,1,-8,-6,7,8,7,5,5,1,1,2,3,3,5,5,3,5,8,8,7,1,3,5,4,9,3,1,1,3,4,3,3,3,3,3,3,3,3
21877751,HA,4,3,7,6,5,5,4,4,-1,-2,3,2,8,6,3,5,2,4,3,7,4,4,4,5,6,3,3,4,4,7,5,8,3,2,2,3,4,2,3,3,2,2,3,3,3
21877767,HA,6,1,0,8,7,6,5,1,-1,-5,-5,7,9,3,1,6,6,6,3,1,4,1,3,6,8,9,4,5,4,4,2,5,2,2,3,2,3,3,3,2,3,2,3,3,3
21887735,HA,4,3,6,4,6,6,4,1,-2,-3,2,3,7,7,6,3,1,6,4,1,4,1,4,4,6,7,6,7,4,5,2,5,4,3,1,3,4,4,3,2,4,3,4,3,4
21887772,HA,2,1,5,10,4,7,5,2,-2,-6,0,8,8,8,6,2,2,2,3,1,4,5,2,5,4,9,7,6,4,3,3,6,4,3,2,5,4,5,3,3,5,3,3,2,3
21887782,HA,5,4,4,3,6,7,1,3,-1,-3,3,0,6,3,4,3,1,4,3,7,4,5,5,7,5,4,5,7,6,3,2,6,4,4,1,5,3,4,3,3,4,2,3,2,3
21887784,HA,9,3,5,3,5,6,7,1,4,-3,-2,2,8,5,7,5,4,4,1,2,6,4,6,1,5,6,6,5,7,3,1,4,2,2,3,2,4,1,2,2,2,3,4,4,3
21887788,HA,3,3,4,8,12,5,0,1,-9,-2,4,7,7,4,5,1,2,5,4,2,5,4,5,6,5,9,3,2,8,2,6,5,4,2,1,5,4,4,3,3,4,2,3,3,3
21897733,HA,2,1,8,5,8,8,3,1,-6,-7,5,4,6,5,3,5,5,5,3,6,3,1,5,4,5,7,4,2,4,3,6,8,3,2,2,3,3,4,3,2,4,2,4,3,4
21897747,HA,1,4,9,1,8,4,0,5,-7,0,9,-4,3,4,2,3,4,6,6,6,3,9,5,7,1,1,2,7,7,2,5,7,4,4,2,3,2,3,3,3,3,2,2,2,2
21667742,HA,3,8,6,1,8,2,5,6,-5,6,1,-5,4,3,0,8,5,6,6,4,1,5,6,4,6,0,1,7,6,6,6,6,2,3,3,2,2,3,4,3,2,2,2,2,1
21787738,HA,5,5,4,2,8,2,6,2,-3,3,-2,0,2,7,8,5,6,7,3,6,1,1,3,5,5,4,3,8,4,4,3,5,4,3,3,5,3,5,4,2,5,3,3,3,2
21837706,HA,2,1,2,8,9,8,0,2,-7,-7,2,6,5,5,3,3,5,1,5,2,2,2,6,8,9,7,6,4,5,2,5,5,4,3,2,3,3,4,2,2,3,2,3,2,4
21837741,HA,6,5,4,4,3,7,6,3,3,-2,-2,1,3,7,6,4,7,6,3,6,4,2,5,7,8,2,3,5,4,3,4,1,3,1,3,3,4,3,2,2,3,3,3,4,3
21857731,HA,4,3,6,5,9,3,4,5,-5,0,2,0,7,6,5,5,4,5,4,4,6,1,3,5,4,5,6,2,5,4,3,6,4,3,4,4,4,3,4,3,3,3,5,4,3
21857753,HA,2,2,5,4,9,6,1,1,-7,-4,4,3,3,2,3,2,3,5,5,1,3,6,6,7,8,4,8,7,4,2,5,6,4,2,2,3,3,5,2,3,5,2,2,2,3
21877758,HA,3,5,5,8,7,1,8,1,-4,4,-3,7,7,6,7,0,0,3,5,2,4,1,4,5,8,7,6,3,7,6,3,6,3,3,2,4,4,4,4,3,4,3,4,4,3
21897708,HA,0,3,7,8,8,8,3,1,-8,-5,4,7,6,3,1,1,4,5,4,1,6,4,4,7,8,9,7,6,3,3,2,6,3,3,2,3,3,4,2,3,4,2,3,3,3
21757708,HA,3,6,6,6,6,8,2,3,-3,-2,4,3,5,8,6,2,2,2,6,3,4,4,5,8,6,7,4,3,3,1,4,7,3,2,2,2,4,3,2,3,3,3,3,2,4
21777704,HA,1,1,6,7,9,6,2,1,-8,-5,4,6,3,3,3,2,4,5,5,4,5,8,6,4,5,3,8,5,2,5,4,6,3,3,2,2,3,3,3,3,2,2,2,2,3
21847790,HA,2,5,4,3,8,6,3,2,-6,-1,1,1,8,6,2,2,4,2,1,6,7,6,3,4,5,6,7,6,4,2,4,5,3,3,2,4,3,3,3,3,3,2,4,3,4
21907745,HA,2,4,8,2,18,0,2,1,-16,4,6,1,4,4,4,0,0,1,4,7,5,6,8,7,6,5,8,3,4,2,4,8,4,3,3,3,3,3,3,4,3,2,3,3,3
21747773,HA,4,3,4,6,5,4,4,4,-1,-1,0,2,9,2,7,7,6,6,3,2,3,4,3,2,4,7,6,4,4,2,3,6,3,3,3,2,3,4,2,3,3,2,3,2,4
21777782,HA,0,3,12,3,14,2,0,3,-14,1,12,0,4,8,2,1,3,4,3,3,2,8,5,5,4,4,4,8,6,3,5,8,2,3,3,2,3,2,4,3,2,2,3,3,3
21837771,HA,3,3,5,5,6,4,2,5,-3,-1,3,0,7,6,6,3,5,5,3,4,2,7,4,4,7,4,3,3,3,4,5,5,3,3,1,3,4,3,3,3,3,3,4,3,3
21667737,Dn,4,6,5,4,7,5,3,4,-3,1,2,0,6,4,4,7,7,4,5,4,2,7,3,4,5,2,3,6,4,5,5,3,2,3,3,3,3,3,4,3,3,3,3,3,2
21677714,HD,4,8,5,3,8,4,2,3,-4,4,3,0,6,4,5,4,6,5,3,6,1,8,5,4,5,3,5,6,2,5,4,4,4,3,4,1,4,3,4,3,2,3,4,3,3
21687718,HD,2,8,7,2,6,3,7,4,-4,5,0,-2,5,7,4,3,7,3,1,4,0,8,5,7,2,6,7,3,4,7,7,5,2,4,4,3,3,4,3,3,3,3,3,3,3
21717710,HA,1,1,8,6,6,4,1,4,-5,-3,7,2,6,6,5,4,8,4,4,3,2,3,3,5,2,5,7,4,7,2,5,5,2,3,2,2,3,2,3,3,2,3,4,3,3
21687733,VD,5,5,4,6,8,4,3,4,-3,1,1,2,6,6,5,5,6,4,0,4,2,6,4,5,6,4,5,5,5,3,3,6,2,3,3,2,4,2,4,4,3,3,4,3,3
21717716,HD,4,1,8,6,8,9,1,3,-4,-8,7,3,3,6,5,7,7,5,4,4,1,3,5,4,7,1,2,6,6,4,3,7,4,3,2,4,3,5,3,2,4,3,3,3,2
21737756,HA,3,7,6,4,10,5,1,3,-7,2,5,1,6,6,5,4,9,2,1,6,2,6,3,7,7,4,6,5,3,3,0,6,3,3,4,2,4,5,3,4,3,3,4,3,3
21727734,HD,5,3,8,4,6,5,5,4,-1,-2,3,0,7,4,7,7,2,2,2,4,3,7,6,6,3,6,6,2,4,8,4,7,4,3,2,5,3,4,3,3,4,3,4,2,3
21747714,HD,10,2,1,5,5,10,3,2,5,-8,-2,3,5,6,6,6,8,3,5,2,3,2,4,4,7,7,5,6,2,6,2,4,2,2,4,4,4,4,3,2,4,4,4,3,3
21707745,HA,2,4,9,2,8,6,2,3,-6,-2,7,-1,7,2,4,5,1,5,4,4,2,8,7,5,1,2,8,5,6,3,5,6,3,3,1,3,3,1,3,3,2,2,3,3,3
21727708,HA,5,6,3,3,3,3,6,4,2,3,-3,-1,9,3,3,8,8,5,5,9,4,4,3,6,2,4,2,2,3,0,4,6,2,4,3,1,3,2,4,3,2,3,3,3,2
21647734,HRP,1,7,9,2,11,3,1,4,-10,4,8,-2,4,2,1,5,3,2,4,1,6,9,6,7,2,5,7,7,8,3,7,6,3,4,4,5,3,5,3,3,5,1,3,2,3
21737717,HRP,8,7,1,4,7,5,5,2,1,2,-4,2,6,3,5,7,5,6,6,3,4,4,2,8,6,3,4,5,3,4,5,1,4,2,4,1,4,3,3,3,2,3,4,3,3
21747741,HD,5,3,3,5,6,5,3,4,-1,-2,0,1,8,5,7,6,5,3,2,3,2,5,4,2,6,7,5,6,3,4,2,5,2,3,3,2,4,3,2,3,2,3,4,3,4
21757747,Dn,8,6,1,3,6,3,2,7,2,3,-1,-4,5,5,6,6,7,7,3,5,1,8,4,3,4,2,1,6,4,4,3,6,3,4,4,3,3,3,4,2,3,4,3,3,2
21767727,HSP,3,4,2,7,7,7,3,2,-4,-3,-1,5,7,6,5,6,5,3,3,1,2,2,4,5,7,3,9,6,5,7,2,2,5,2,3,5,4,4,3,2,5,3,4,4,3
21847706,HA,4,4,3,4,7,6,4,2,-3,-2,-1,2,4,7,4,6,2,5,4,4,2,5,3,7,7,0,3,8,4,4,7,4,3,2,2,3,4,3,2,2,3,2,2,3,3
21867712,HA,2,0,6,8,12,5,0,2,-10,-5,6,6,8,4,3,0,3,2,7,4,5,4,5,4,5,5,8,2,6,4,5,6,4,2,1,4,4,4,3,3,4,2,3,2,4
21757725,HA,11,2,0,7,3,6,9,1,8,-4,-9,6,8,7,7,9,8,3,5,5,2,1,2,0,4,3,6,4,2,5,3,6,2,2,3,3,4,5,2,2,4,3,4,4,3
21907787,HA,6,4,6,3,5,6,2,5,1,-2,4,-2,4,6,1,4,2,5,3,5,4,3,8,5,6,5,5,6,3,3,5,7,3,3,2,3,3,4,2,2,4,3,4,3,4
21757752,HRP,5,7,2,4,6,4,3,5,-1,3,-1,-1,7,3,3,6,6,3,2,6,3,6,6,4,6,4,6,7,3,3,2,4,4,3,3,5,3,5,4,4,5,2,3,3,3
21667702,HA,4,8,4,4,6,6,3,4,-2,2,1,0,8,7,5,5,5,7,2,3,1,7,6,4,0,4,6,6,4,5,2,3,3,3,2,2,3,2,4,3,3,3,4,3,3
21767716,HRP,9,3,3,5,7,4,2,6,2,-1,1,-1,7,9,5,7,6,7,4,1,5,4,0,6,4,3,5,5,1,6,3,2,4,3,4,5,3,5,3,3,5,2,4,4,3
21767744,HA,1,4,10,3,6,4,2,7,-5,0,8,-4,7,9,5,3,6,4,2,6,2,7,4,5,2,4,3,4,5,6,2,6,2,4,2,3,2,3,4,3,2,2,3,2,2
21767745,HSP,7,4,3,4,4,5,7,4,3,-1,-4,0,6,6,5,6,5,6,3,5,3,8,3,5,4,1,2,7,4,2,3,6,3,3,4,4,4,4,3,2,4,3,3,4,2
21667703,HA,7,4,6,5,2,7,7,5,5,-3,-1,0,8,2,5,4,5,5,1,1,2,7,5,6,4,8,8,5,5,3,1,5,3,2,4,3,3,2,3,2,2,3,3,3,3
21827709,HA,2,7,8,1,8,5,2,2,-6,2,6,-1,7,1,3,6,7,5,7,3,5,4,2,3,7,5,6,4,1,3,4,7,3,4,4,2,3,3,3,3,2,1,3,3,4
21857702,HA,3,9,5,3,4,3,2,8,-1,6,3,-5,3,4,6,7,4,6,6,6,4,7,4,7,3,2,1,4,3,2,6,5,4,4,3,3,3,4,3,4,3,3,2,2,1
21857710,HA,3,7,4,4,3,5,6,6,0,2,-2,-2,6,1,4,7,6,5,3,5,3,9,5,6,5,1,5,4,4,4,2,5,3,3,3,4,3,5,4,3,4,2,3,3,2
21897719,HA,7,2,7,4,6,4,3,5,1,-2,4,-1,7,5,5,6,5,7,2,3,1,2,2,5,7,4,7,5,2,4,4,7,4,3,3,3,3,4,3,2,4,3,4,3,4
21907723,HA,6,7,2,4,4,1,4,9,2,6,-2,-5,5,7,3,3,6,2,3,7,3,7,5,5,3,4,5,7,4,2,3,6,3,4,4,4,3,4,4,3,4,4,3,3,3
21717705,HA,8,6,6,2,7,7,3,2,1,-1,3,0,5,2,3,5,6,7,5,5,3,4,3,5,4,5,2,4,6,3,6,7,3,3,3,5,3,4,3,2,4,2,2,2,3
21807701,HA,3,2,5,5,6,5,4,2,-3,-3,1,3,5,7,6,3,4,5,6,2,7,5,7,4,5,5,4,3,3,3,3,3,2,3,2,1,4,1,2,3,2,3,4,3,4
21807707,HA,0,1,7,4,8,5,2,2,-8,-4,5,2,7,5,2,2,3,2,2,5,4,6,5,3,6,5,8,7,4,5,3,6,3,4,1,3,3,3,3,3,3,2,4,3,3
21827701,HA,7,5,2,4,7,5,4,4,0,0,-2,0,4,6,4,4,6,3,2,6,3,6,6,6,5,6,4,5,3,2,3,6,3,3,3,4,3,3,4,3,3,4,3,3,3
21837710,HA,5,4,5,5,10,4,2,4,-5,0,3,1,8,8,5,4,5,4,4,1,3,6,4,5,5,4,5,3,4,3,4,5,2,3,2,3,4,2,4,4,2,3,4,3,3
21837714,HA,3,10,5,1,7,3,1,5,-4,7,4,-4,3,7,6,4,7,5,8,6,2,8,3,8,2,0,1,5,4,1,5,5,3,4,3,4,3,4,3,3,4,3,2,3,1
21867718,HA,8,9,3,1,5,2,3,7,3,7,0,-6,6,6,5,1,5,3,7,6,6,5,6,2,5,6,2,4,4,2,4,5,3,3,3,2,4,1,3,3,2,4,3,3,2
21877701,HA,0,2,8,5,7,7,2,1,-7,-5,6,4,4,2,3,3,1,5,3,3,5,7,3,7,9,6,6,7,1,4,7,4,2,2,1,3,3,4,2,3,3,2,3,2,4
21877703,HA,4,3,4,4,8,4,4,3,-4,-1,0,1,4,5,3,4,3,1,3,3,5,8,3,7,5,5,8,6,3,4,3,7,2,3,2,2,3,3,2,3,3,2,3,2,4
21887714,HA,3,1,4,5,8,9,0,1,-5,-8,4,4,9,2,7,0,2,5,6,3,3,2,2,3,6,6,9,6,6,2,3,8,3,3,1,3,4,3,2,2,3,2,3,2,3
21897701,HA,2,0,6,6,14,3,1,1,-12,-3,5,5,5,5,5,0,1,2,6,2,4,4,3,7,6,7,7,4,6,2,7,7,4,3,1,3,4,4,2,3,3,3,4,2,4
21897706,HA,6,2,5,6,7,7,2,5,-1,-5,3,1,6,4,7,6,6,4,3,2,2,4,3,4,7,8,4,3,3,3,3,8,3,3,2,4,3,4,3,3,4,3,3,2,3
21897719,HA,4,7,6,1,8,4,3,3,-4,3,3,-2,2,5,5,7,6,6,8,4,4,6,4,6,2,0,2,5,5,3,6,4,4,3,4,4,4,4,4,4,4,3,2,3,1
21757731,Dir,2,10,5,3,10,4,3,4,-8,6,2,-1,9,7,5,2,4,5,9,6,3,6,3,5,4,2,2,5,2,6,3,2,5,3,3,5,4,5,4,4,4,3,3,3,2
21897721,HA,5,2,7,2,6,5,5,4,-1,-3,2,-2,7,7,4,5,4,6,6,5,4,4,3,4,6,2,4,5,0,3,5,6,4,3,2,5,3,4,3,3,4,2,3,3,3
21757749,HA,4,5,6,5,7,4,3,5,-3,1,3,0,6,4,6,5,7,5,3,5,3,7,3,4,5,6,2,6,3,4,2,4,3,3,4,2,4,3,4,3,3,3,3,3,3
21917702,HA,6,1,2,7,7,8,3,2,-1,-7,-1,5,5,7,6,5,6,3,3,7,1,1,5,7,5,5,5,5,4,3,2,5,2,2,3,3,4,2,2,1,2,3,4,3,4
21767740,HSP,7,6,4,4,6,5,4,5,1,1,0,-1,7,6,6,2,6,5,6,4,1,4,4,4,9,5,4,6,0,5,5,1,2,2,3,4,4,2,4,2,3,5,4,4,3
21917704,HA,1,2,8,8,12,4,1,3,-11,-2,7,5,4,7,3,0,4,2,5,5,3,2,7,6,5,5,5,2,9,1,7,8,4,2,2,5,3,5,2,2,5,2,4,2,4
21917706,HA,0,3,11,2,11,3,0,6,-11,0,11,-4,2,5,0,2,2,2,3,1,6,8,7,8,7,4,5,6,8,4,3,7,5,3,2,2,2,5,2,3,4,2,3,2,3
21777757,HA,0,1,11,7,11,6,0,2,-11,-5,11,5,5,6,5,3,5,0,2,3,3,4,4,6,9,6,6,1,6,1,7,8,1,3,1,2,3,1,3,3,1,3,4,2,3
21787720,HSP,5,0,1,11,8,5,3,3,-3,-5,-2,8,8,5,4,2,1,2,6,1,4,5,4,6,9,6,6,6,3,6,6,6,4,3,1,5,4,5,3,3,5,2,4,3,4
21807701,HA,7,3,4,6,5,6,3,5,2,-3,1,1,5,5,5,3,7,6,7,3,2,4,4,3,5,6,4,6,2,5,4,4,2,2,2,2,4,4,3,2,3,4,4,3,4
21917728,HA,6,1,3,5,7,5,4,3,-1,-4,-1,2,8,2,2,4,6,7,4,3,5,3,1,5,6,6,6,6,4,6,4,2,2,2,2,3,3,3,3,2,3,1,3,3,4
21917729,HA,6,2,2,7,5,6,5,3,1,-4,-3,4,9,5,6,5,2,3,1,4,3,5,2,5,7,7,7,6,1,4,3,5,4,3,3,3,3,4,3,2,4,3,4,3,3
21937732,HA,4,4,4,4,8,3,2,5,-4,1,2,-1,7,3,4,0,3,2,7,5,5,6,3,6,4,5,6,2,7,4,7,4,4,3,3,4,3,4,4,4,4,2,4,3,4
21937735,HA,2,0,3,12,9,10,1,1,-7,-10,2,11,8,3,4,2,2,6,4,1,4,2,0,5,7,8,8,5,4,4,6,7,3,3,2,3,4,4,2,3,4,2,3,3,3
21937741,HA,8,1,5,4,8,8,0,3,0,-7,5,1,6,6,6,4,5,5,3,4,2,1,4,7,6,4,9,6,3,3,3,3,4,3,2,3,3,3,3,2,4,3,4,3,3
21757753,Dir,7,7,4,1,2,6,7,4,5,1,-3,-3,3,7,2,4,5,6,6,2,2,6,6,4,5,5,3,3,1,7,6,7,3,3,4,5,3,4,4,3,4,3,3,3,3
21767724,HA,5,2,4,5,6,5,3,4,-1,-3,1,1,2,5,5,6,8,5,4,3,1,5,4,4,8,1,5,7,3,7,2,5,4,2,3,5,4,5,3,3,5,3,3,3,3
21787701,HA,6,0,6,4,8,7,1,4,-2,-7,5,0,2,6,4,5,3,4,5,4,5,6,6,7,2,7,5,4,1,2,4,8,5,3,2,5,3,5,3,3,5,3,3,2,3
21767729,HA,4,8,4,2,8,4,4,3,-4,4,0,-1,8,9,7,4,5,3,5,2,2,8,4,6,4,2,3,2,5,6,4,4,5,3,4,4,4,5,4,3,4,3,3,3,2
21777727,VD,3,2,3,8,11,3,1,3,-8,-1,2,5,5,5,6,3,4,4,4,1,2,7,6,2,7,3,6,5,5,4,5,6,2,3,2,1,4,3,2,3,2,3,4,2,4
21777745,HD,5,5,3,5,7,6,5,3,-2,-1,-2,2,5,7,6,7,6,4,3,1,2,4,7,4,6,4,6,5,3,4,1,5,4,2,3,5,4,3,2,2,4,3,4,3,4
21777766,HRP,2,6,6,4,11,7,0,2,-9,-1,6,2,4,4,2,3,5,5,5,4,6,9,8,6,4,3,1,3,7,1,5,5,3,4,1,3,3,5,3,3,3,2,2,2,2
21837704,HA,2,3,5,2,9,5,3,3,-7,-2,2,-1,6,5,4,5,5,4,3,1,3,6,4,5,6,5,6,4,4,5,4,5,4,3,2,5,3,5,4,3,5,2,4,3,4
21787702,HA,7,1,2,7,4,9,5,2,3,-8,-3,5,4,6,8,8,4,6,3,4,1,3,5,5,3,6,4,2,2,3,4,1,1,1,3,3,4,4,3,2,3,3,4,4,3
21787704,HA,2,2,5,7,6,7,1,4,-4,-5,4,3,8,4,6,4,6,1,6,4,2,5,2,6,6,6,6,4,3,2,3,6,3,3,2,3,4,3,3,3,2,3,4,2,4
21877703,HA,4,3,4,6,10,5,3,3,-6,-2,1,3,7,9,6,2,3,0,1,5,1,7,6,6,4,8,6,7,3,3,2,4,3,3,2,4,3,3,3,3,3,2,4,2,4
21667719,HA,3,6,8,3,10,4,3,3,-7,2,5,0,5,4,5,8,7,0,2,5,5,6,2,4,4,5,8,4,3,2,6,5,4,4,4,5,3,4,4,4,4,2,3,3,3
21817733,HD,1,3,10,2,11,3,2,2,-10,0,8,0,3,6,6,4,6,8,3,2,4,8,5,5,2,3,3,3,6,2,8,3,4,3,4,5,4,5,4,3,5,3,4,3,3
21677725,HA,6,1,3,9,9,7,3,1,-3,-6,0,8,7,4,6,2,5,2,4,3,3,3,3,5,4,8,8,5,7,3,2,6,3,3,2,4,4,4,3,3,4,3,4,2,3
21627720,HA,8,4,1,4,7,4,1,6,1,0,0,-2,7,6,5,8,5,6,3,5,4,3,5,4,5,1,2,6,6,3,4,2,4,2,4,5,4,4,3,3,4,4,3,4,2
21747708,HA,2,2,7,6,11,5,2,2,-9,-3,5,4,8,6,4,3,3,4,2,5,3,2,2,6,8,2,7,3,6,4,6,6,3,3,2,3,4,3,3,2,3,3,3,3,3
21777750,HA,7,3,2,6,5,7,5,3,2,-4,-3,3,8,4,7,4,4,6,5,2,2,3,3,3,8,7,4,7,2,3,4,4,3,2,3,3,4,4,2,2,4,3,4,4,3
21737746,HA,4,3,8,4,8,2,2,3,-4,1,6,1,7,2,3,5,2,5,5,3,1,8,4,8,7,1,2,5,7,3,5,7,2,3,4,4,3,4,3,3,3,2,2,3,2
21887785,HA,1,10,4,2,4,5,4,4,-3,5,0,-2,5,3,1,2,7,9,3,4,4,8,6,6,4,3,2,6,7,6,3,1,4,3,4,4,3,4,4,3,4,2,3,3,2
21847779,HA,2,2,5,6,5,5,4,6,-3,-3,1,0,6,4,5,2,6,3,0,4,5,7,2,7,8,5,7,4,5,0,5,5,3,3,2,4,3,4,2,3,3,2,4,2,4
21897725,HA,6,1,4,9,5,8,5,1,1,-7,-1,8,5,7,7,0,1,2,7,5,5,2,4,5,9,3,4,5,6,4,3,6,4,2,2,5,4,5,3,2,5,3,4,3,3
21877717,HA,1,0,8,7,6,10,2,3,-5,-10,6,4,8,5,6,1,2,4,3,5,5,1,2,3,8,8,5,4,5,3,5,7,5,3,1,5,4,5,2,2,5,3,4,3,4
21837702,HA,9,5,4,2,6,3,3,6,3,2,1,-4,8,7,7,9,6,5,3,5,3,4,6,3,4,4,1,5,3,1,1,5,2,3,4,2,3,3,3,3,2,4,3,3,2
21747757,HA,5,3,2,5,4,3,4,8,1,0,-2,-3,3,5,6,7,7,7,4,5,5,7,6,3,3,0,3,5,4,6,3,1,2,1,3,5,4,4,2,3,4,3,3,3,3
21747729,HA,8,2,4,4,6,4,4,5,2,-2,0,-1,7,7,7,6,8,4,4,4,1,2,3,2,6,8,4,5,0,6,2,7,3,2,5,2,4,2,2,2,2,4,4,3,3
21757710,HA,4,6,4,2,7,5,2,7,-3,1,2,-5,7,3,3,7,3,5,3,6,5,4,6,6,7,0,3,4,7,4,3,4,4,4,2,5,2,5,3,3,5,2,2,3,2
21847710,HRP,2,3,7,5,10,3,1,3,-8,0,6,2,5,5,4,5,3,6,5,1,5,6,4,6,7,3,3,5,4,5,1,7,3,3,4,4,4,5,4,4,5,2,3,3,3
21697724,HA,9,2,2,4,5,4,4,6,4,-2,-2,-2,6,6,6,8,6,5,4,3,2,2,3,3,7,2,7,7,1,6,3,3,4,2,4,5,4,4,2,2,4,4,4,3,3
21767714,HA,8,3,4,5,5,7,2,3,3,-4,2,2,5,3,6,5,9,4,5,4,2,3,5,1,9,3,3,7,6,3,3,4,4,3,3,4,4,4,2,2,3,4,3,3,3
21817735,HSP,1,3,3,8,11,3,2,1,-10,0,1,7,8,8,5,1,4,1,3,5,6,4,1,4,4,8,4,3,7,3,7,4,4,3,2,5,4,5,3,3,4,3,3,3,3
21777760,HA,5,4,3,7,6,4,3,5,-1,0,0,2,8,9,7,3,4,4,5,1,1,6,5,5,5,4,3,4,5,4,2,5,2,3,2,3,4,3,4,3,3,3,3,3,3
21827704,HA,2,4,10,1,7,5,2,4,-5,-1,8,-3,5,3,3,5,6,4,3,2,2,7,5,4,6,3,7,6,5,4,3,7,3,3,2,4,2,4,3,3,3,2,3,2,3
21837702,HA,5,2,2,9,6,6,6,3,-1,-4,-4,6,7,5,5,3,7,4,2,5,3,6,6,3,8,4,7,5,1,1,3,5,4,2,2,4,4,4,2,3,4,3,4,3,4
21837727,HA,5,1,4,9,7,7,2,2,-2,-6,2,7,9,6,6,6,4,5,6,3,2,1,3,2,4,5,7,5,2,2,6,6,4,3,3,5,4,5,2,2,5,3,4,3,4
21837720,HA,7,4,4,2,5,2,4,7,2,2,0,-5,6,7,6,7,6,7,4,1,4,3,0,3,6,0,4,7,6,6,3,4,4,3,4,4,3,4,2,3,4,3,3,3,2
21847742,HD,7,6,2,4,3,8,3,4,4,-2,-1,0,6,6,3,6,5,7,3,2,3,1,1,4,6,3,5,7,6,3,7,6,3,4,3,5,3,5,3,2,5,4,4,4,3
21807768,HA,6,6,7,1,11,1,2,6,-5,5,5,-5,2,7,6,7,8,2,6,6,7,5,2,6,2,4,2,5,4,2,2,5,3,4,4,3,3,3,4,3,3,3,3,2,2
21767717,HSP,2,2,5,9,9,6,3,0,-7,-4,2,9,3,6,8,4,1,1,5,2,4,4,5,5,8,8,4,4,3,2,6,7,4,3,2,5,4,5,3,3,5,3,3,2,3
21817743,HA,4,5,3,4,10,5,4,3,-6,0,-1,1,6,4,7,7,3,6,4,1,3,5,5,3,1,5,5,8,7,3,3,4,3,3,3,3,4,4,4,3,4,3,4,3,4
21787753,HSP,8,2,0,6,4,5,5,3,4,-3,-5,3,6,4,4,8,5,5,2,7,3,5,4,5,5,3,3,6,3,6,2,4,5,2,3,5,3,5,3,2,5,3,3,4,3
21827701,HA,4,6,6,3,10,2,2,4,-6,4,4,-1,9,6,5,6,3,4,0,3,4,6,3,4,1,6,8,6,5,4,2,5,3,4,4,2,3,2,4,4,3,3,3,3,2
21817742,HA,6,3,4,5,6,2,4,5,0,1,0,0,7,4,5,4,4,7,8,1,2,3,2,6,5,7,3,3,3,4,7,5,3,4,4,5,4,4,4,3,4,3,3,4,2
21787761,HA,6,5,5,3,7,5,5,5,-1,0,0,-2,7,5,5,8,9,3,6,7,4,1,3,2,3,3,6,7,3,5,0,3,3,4,3,4,3,2,3,3,2,3,4,3,2
21817744,HD,7,4,2,5,1,2,10,4,6,2,-8,1,4,4,6,6,6,7,4,3,3,8,6,5,2,3,5,5,3,6,2,2,3,2,4,4,4,5,3,3,4,3,3,3,3
21797738,HA,4,9,4,2,5,4,2,7,-1,5,2,-5,3,7,5,9,6,1,3,2,3,6,5,6,6,1,4,4,6,5,3,5,2,4,3,2,2,3,4,4,2,3,3,2,2
21797745,HA,4,5,7,1,7,4,3,5,-3,1,4,-4,7,7,3,5,5,3,3,3,1,7,2,7,5,1,5,6,6,4,4,6,4,4,2,4,3,3,3,3,4,2,3,3,2
21807709,HA,3,3,9,7,10,4,3,4,-7,-1,6,3,7,6,4,1,2,5,3,3,2,5,4,5,7,6,3,5,6,5,4,7,3,3,1,3,3,4,4,3,4,3,4,3,3
21827736,HSP,3,5,3,7,6,6,2,4,-3,-1,1,3,4,5,5,2,5,2,4,6,2,6,4,4,5,5,5,7,5,7,4,3,2,3,2,2,4,3,3,3,3,3,4,2,4
21837735,HD,4,5,4,4,10,6,0,4,-6,-1,4,0,4,8,6,6,6,5,4,2,2,6,1,2,4,1,4,6,5,7,4,7,4,3,2,5,3,3,2,3,4,3,3,2,3
21847711,HRP,3,2,5,7,4,8,7,0,-1,-6,-2,7,5,5,6,2,3,3,6,1,5,4,1,6,9,5,7,5,3,4,6,4,5,2,2,5,4,5,2,2,5,3,4,3,4
21847770,HA,5,6,6,0,7,4,3,3,-2,2,3,-3,7,6,6,5,6,6,5,5,3,7,4,1,4,2,3,5,2,5,3,6,2,4,3,3,3,5,3,3,4,3,4,3,2
21737716,HRP,3,9,4,5,3,3,8,8,0,6,-4,-3,5,6,2,7,7,7,5,3,5,4,5,6,4,0,6,6,3,5,2,3,3,3,3,3,2,4,4,4,3,2,3,4,2
21807741,HA,2,2,8,6,6,8,1,2,-4,-6,7,4,7,5,5,0,2,5,7,6,4,2,6,4,3,7,6,3,4,3,4,7,3,2,1,2,4,3,3,3,3,3,4,3,4
21757724,Dir,6,5,3,3,6,4,1,7,0,1,2,-4,8,6,4,8,3,4,4,3,3,5,3,2,5,2,5,8,3,4,6,4,3,3,2,4,3,4,4,4,4,3,4,3,2
21827759,HA,10,5,3,2,6,5,2,5,4,0,1,-3,7,4,4,5,7,6,6,3,2,4,2,3,5,5,6,7,1,3,4,6,3,3,4,2,3,4,2,3,3,4,4,4,3
