NIP,Label,MD,MI,MS,MC,LD,LI,LS,LC,CD,CI,CS,CC,N,G,A,L,P,I,T,V,X,S,B,O,R,D,C,Z,E,K,F,W,DA,FLX,KM,KN,KP,KV,KS,KI,LB,MB,OH,PM,SK
217777053,VD,2,2,9,9,9,7,1,1,-7,-5,8,8,8,6,4,1,2,2,3,3,2,4,4,6,8,8,6,2,4,4,5,8,3,2,1,3,4,5,3,3,4,3,4,3,4
21857701,HA,3,5,6,7,9,5,6,1,-6,0,0,6,2,5,2,5,4,1,6,2,3,4,4,6,5,6,8,6,3,4,7,7,3,3,2,3,3,3,4,3,3,2,2,2,3
21787730,HA,1,2,7,7,9,5,2,3,-8,-3,5,4,5,6,8,0,3,1,6,6,5,3,1,3,4,7,6,5,6,2,6,7,3,3,1,4,4,3,2,3,4,3,4,2,4
21787759,HSP,11,4,0,4,7,4,1,5,4,0,-1,-1,6,4,5,3,6,7,4,5,4,6,3,4,7,1,2,5,6,5,4,4,4,3,4,5,4,5,3,3,4,4,3,4,2
21857740,HA,0,1,3,12,9,4,2,2,-9,-3,1,10,9,4,2,1,4,5,2,2,1,1,3,4,7,9,8,6,6,4,4,8,2,3,2,3,3,2,3,2,3,2,2,2,3
21797735,VD,3,0,4,10,8,7,3,2,-5,-7,1,8,7,5,5,4,5,2,5,1,4,5,2,7,7,3,7,3,6,4,2,6,3,3,2,3,4,3,2,3,3,3,4,3,4
21867780,HA,4,1,4,8,10,5,2,3,-6,-4,2,5,8,6,7,4,5,1,4,1,4,6,3,4,5,8,7,1,3,4,4,5,2,2,2,2,4,2,3,3,2,3,4,3,3
21837713,HA,9,2,2,6,3,11,5,1,6,-9,-3,5,4,3,1,6,4,4,4,5,4,1,6,5,7,5,6,6,4,5,2,8,4,2,4,3,3,4,3,2,4,2,4,3,4
21797751,HD,11,4,0,4,6,4,2,5,5,0,-2,-1,5,7,6,7,7,4,2,6,2,6,5,3,6,1,3,8,3,5,2,2,2,1,4,2,4,4,3,3,3,4,3,3,2
21847740,HA,5,2,1,5,7,3,3,4,-2,-1,-2,1,5,2,2,4,4,8,5,5,1,8,4,3,5,1,1,8,6,7,5,6,1,2,2,1,3,3,3,2,2,1,1,3,2
21807738,HRP,9,2,1,5,6,8,2,3,3,-6,-1,2,7,8,6,8,6,5,3,0,4,1,7,2,6,5,5,7,4,8,2,3,4,1,3,1,4,4,2,2,3,3,5,4,4
21757705,HA,2,2,7,4,8,5,2,3,-6,-3,5,1,7,7,5,3,2,1,5,2,3,8,5,4,6,3,5,8,5,3,3,5,3,3,1,2,3,3,3,3,3,3,4,3,3
21787755,HA,0,3,4,10,12,5,2,2,-12,-2,2,8,3,6,2,2,4,4,2,5,4,6,6,8,4,6,7,6,3,3,5,4,4,3,2,3,3,4,2,3,3,2,3,2,4
21817747,Dn,3,1,5,9,6,11,3,0,-3,-10,2,9,4,6,7,4,4,2,8,5,6,2,1,7,5,6,3,4,4,4,4,4,3,3,2,4,4,5,2,2,4,3,4,2,3
21797701,HA,8,3,2,4,7,3,2,4,1,0,0,0,6,6,8,6,1,6,1,2,5,5,3,3,4,5,8,8,2,3,5,3,2,2,4,2,3,2,2,3,2,4,4,4,3
21797721,HA,10,1,4,4,5,6,3,5,5,-5,1,-1,6,7,5,7,7,5,4,4,6,1,4,3,8,1,4,5,4,4,3,2,3,2,3,3,4,4,3,2,4,4,3,3,3
21827725,HD,7,7,2,1,7,3,2,6,0,4,0,-5,8,5,6,6,7,6,3,8,2,5,2,6,4,1,5,6,2,5,2,1,4,3,3,3,3,5,4,3,5,3,3,3,2
21817736,HA,3,0,6,7,10,8,1,1,-7,-8,5,6,8,5,6,1,3,3,3,1,5,3,4,5,6,9,8,2,6,1,4,7,4,2,1,4,4,4,3,3,4,3,3,3,3
21837701,HA,5,0,3,7,4,8,3,1,1,-8,0,6,7,6,3,5,8,4,5,3,1,2,5,3,7,2,4,6,7,2,4,6,3,3,3,4,4,3,3,2,4,3,4,4,3
21837752,HRP,7,2,4,5,5,10,2,3,2,-8,2,2,8,8,8,5,5,2,3,3,3,0,2,4,7,8,6,2,3,3,5,5,3,2,2,3,4,3,3,2,3,3,4,3,4
21847706,HA,10,4,0,4,6,7,3,3,4,-3,-3,1,7,6,4,6,6,8,3,6,3,2,2,5,2,5,4,7,3,4,3,4,2,2,4,3,4,4,3,2,3,3,4,4,3
21847775,HRP,5,0,4,8,8,4,2,4,-3,-4,2,4,9,5,7,4,5,5,5,1,2,2,2,3,6,6,6,5,5,2,4,6,2,3,2,5,4,4,2,2,4,3,4,3,4
21847712,HA,11,3,2,3,6,4,6,5,5,-1,-4,-2,7,8,5,7,8,6,2,3,3,2,3,4,5,6,2,6,4,2,2,5,3,3,4,3,3,3,3,2,3,3,3,4,2
21857733,HA,5,4,5,5,6,5,4,6,-1,-1,1,-1,6,4,4,5,5,6,6,4,2,7,5,5,2,2,7,4,2,6,3,5,4,3,2,4,3,2,4,3,3,2,3,3,3
21847712,HA,7,2,3,5,3,6,6,3,4,-4,-3,2,6,6,5,6,5,7,3,2,5,3,3,3,7,2,4,8,5,4,5,1,3,1,4,4,4,4,2,2,4,3,3,4,3
21857746,HD,3,4,7,5,7,6,4,3,-4,-2,3,2,5,7,6,5,6,3,1,7,3,1,5,5,6,5,6,5,4,6,5,3,3,2,3,4,3,2,3,2,2,3,4,2,4
21857790,HSP,2,1,2,9,10,5,2,2,-8,-4,0,7,8,1,6,6,3,7,6,1,2,5,6,6,4,6,5,4,4,4,2,4,4,3,2,5,4,5,3,3,5,2,4,3,4
21857704,HA,8,6,2,3,6,5,4,5,2,1,-2,-2,8,4,6,7,7,5,6,5,2,2,4,3,6,3,5,4,2,5,3,3,3,3,4,2,3,4,4,2,3,4,4,3,3
21867764,HD,1,4,11,3,12,4,0,4,-11,0,11,-1,7,2,3,5,4,1,2,6,4,7,4,6,5,7,6,4,4,2,4,7,3,3,4,4,3,3,4,4,4,2,3,2,3
21867792,HA,3,8,5,2,5,4,4,5,-2,4,1,-3,4,8,7,6,5,2,5,1,4,7,3,9,4,4,5,9,3,1,2,3,3,3,3,5,3,4,3,4,4,3,3,2,2
21777743,VD,12,2,0,6,6,6,4,3,6,-4,-4,3,5,7,7,8,8,6,4,5,4,4,4,3,4,5,1,3,1,3,3,5,4,2,4,5,4,5,3,2,5,3,3,4,3
21867710,HA,2,4,10,5,10,5,1,4,-8,-1,9,1,5,4,3,1,6,3,6,5,2,7,6,6,4,4,7,4,4,4,3,6,3,3,1,3,3,3,3,3,2,2,3,2,3
21867725,HA,0,6,4,3,9,4,4,2,-9,2,0,1,7,5,1,2,2,3,2,4,3,8,4,7,5,7,6,7,3,5,6,3,4,3,2,4,3,3,3,3,3,2,4,3,3
21877748,HA,8,2,2,6,3,6,7,2,5,-4,-5,4,9,5,6,6,4,5,0,2,3,4,4,5,7,5,8,4,3,3,2,5,3,2,4,3,3,2,3,2,3,3,4,4,3
21887705,HA,4,0,2,9,3,11,3,3,1,-11,-1,6,7,7,7,4,6,4,6,2,0,0,3,3,7,6,6,5,3,7,2,5,4,2,3,4,4,4,2,1,3,3,4,4,3
21847771,HSP,3,0,5,7,9,9,0,3,-6,-9,5,4,9,6,7,5,5,3,3,0,2,2,1,5,8,7,5,5,6,7,4,6,3,3,2,3,4,4,3,2,3,3,4,2,4
21667723,HA,8,5,3,4,4,3,7,5,4,2,-4,-1,5,3,6,8,6,6,5,6,5,5,1,4,5,4,3,5,0,8,2,3,2,3,4,3,3,3,3,3,2,4,3,3,3
21777707,HA,5,7,3,4,8,4,6,3,-3,3,-3,1,3,4,6,7,6,5,5,1,3,8,6,5,5,3,4,5,3,3,3,5,4,3,3,3,3,4,4,3,3,3,3,3,3
21817753,HA,6,3,3,5,7,5,3,4,-1,-2,0,1,4,6,5,8,7,7,6,3,2,4,3,6,3,5,1,2,2,5,3,8,3,2,2,4,4,4,3,3,4,3,3,3,3
21777758,HA,6,4,1,4,6,5,3,6,0,-1,-2,-2,5,3,4,6,6,6,6,4,2,5,4,5,4,3,3,8,5,5,3,3,4,3,3,4,3,4,4,3,4,2,3,3,2
21867776,HA,3,3,6,6,11,7,1,2,-8,-4,5,4,6,5,5,2,1,4,5,1,5,5,2,7,2,8,8,5,5,2,6,6,4,3,1,4,4,4,2,3,4,3,3,3,3
21877793,HA,3,4,4,7,7,6,0,5,-4,-2,4,2,7,8,6,1,3,5,2,5,1,6,4,6,7,2,3,5,6,4,3,6,3,3,1,4,4,3,3,3,4,3,4,3,3
21637731,HA,4,4,4,8,5,5,6,4,-1,-1,-2,4,8,9,6,2,5,2,5,6,2,6,3,5,3,6,3,7,3,5,3,1,3,2,2,2,4,2,3,3,2,2,3,2,3
21687741,HA,1,0,5,11,13,7,0,1,-12,-7,5,10,9,6,6,3,7,3,2,4,3,2,2,0,5,7,8,3,5,5,5,5,3,3,2,5,4,4,2,2,4,3,4,2,3
21787746,HA,5,7,3,3,4,3,3,8,1,4,0,-5,7,7,5,6,4,4,5,3,3,6,4,1,5,3,2,5,4,4,5,7,3,3,4,2,3,3,3,3,2,3,3,3,2
21837726,HA,4,4,5,4,10,4,0,5,-6,0,5,-1,7,6,4,7,6,3,4,1,4,8,6,3,5,2,5,4,4,3,4,4,3,3,4,3,4,4,3,3,3,3,4,4,3
21797717,HD,2,0,4,10,8,10,1,1,-6,-10,3,9,8,4,6,3,4,3,5,3,3,1,2,4,8,7,7,5,4,3,4,6,4,3,2,3,4,4,3,2,4,3,4,2,4
21857722,HA,1,0,6,8,11,8,0,2,-10,-8,6,6,4,5,6,2,1,1,5,2,7,3,4,6,6,8,9,2,4,3,5,7,4,2,1,4,4,5,3,3,4,3,3,2,3
21867715,HA,3,0,4,9,8,5,4,2,-5,-5,0,7,6,3,3,6,7,5,5,2,4,1,4,4,7,6,7,2,3,2,7,6,2,2,3,3,3,3,3,2,3,2,3,3,4
21807702,HD,4,3,6,6,8,8,2,3,-4,-5,4,3,8,7,3,3,4,3,3,2,2,5,6,7,6,6,5,4,5,4,4,3,3,2,2,5,3,4,2,3,4,2,4,3,4
21867720,HA,1,5,8,2,12,1,1,4,-11,4,7,-2,8,5,3,2,3,5,5,2,3,8,4,6,2,3,4,5,9,2,6,5,3,4,3,3,3,3,4,3,3,2,4,3,3
21867758,HA,2,3,8,5,9,8,2,2,-7,-5,6,3,5,5,4,3,4,0,2,3,2,5,7,7,5,8,8,2,6,1,6,7,3,3,1,2,3,3,2,3,3,2,3,2,3
21867700,HA,5,2,5,6,8,4,2,4,-3,-2,3,2,7,8,7,5,4,5,4,0,2,5,3,4,6,4,5,4,3,3,6,5,4,3,2,4,4,3,3,3,3,3,4,3,4
21877776,HA,3,6,4,4,10,3,2,3,-7,3,2,1,6,7,5,5,1,2,4,5,3,7,3,5,1,4,3,8,7,3,2,9,3,2,2,3,3,4,4,3,3,3,3,3,2
21877783,HA,3,0,5,10,4,10,5,2,-1,-10,0,8,7,7,4,3,3,3,4,3,4,0,3,6,5,7,9,4,4,3,5,6,4,3,2,4,4,4,3,2,4,2,3,3,3
21657711,HA,3,5,5,2,10,6,1,3,-7,-1,4,-1,5,2,2,3,4,4,3,5,2,7,7,7,4,6,9,4,2,5,4,5,3,3,1,3,2,3,2,3,3,1,2,2,3
21697701,HA,4,8,3,2,8,1,3,5,-4,7,0,-3,5,6,5,4,6,5,4,7,2,6,6,5,5,1,2,5,5,4,4,3,3,3,3,4,3,3,4,4,3,3,3,3,1
21697710,HA,11,5,1,3,2,3,7,7,9,2,-6,-4,6,5,6,7,8,7,5,2,3,1,3,4,5,4,7,6,2,3,2,4,4,3,5,3,3,4,3,2,3,4,4,3,2
21707721,HA,6,1,3,7,5,7,4,4,1,-6,-1,3,6,6,5,7,5,3,2,5,3,5,3,7,3,5,7,5,2,3,3,5,1,2,4,3,4,3,2,2,3,3,4,4,3
21717752,HA,9,2,1,6,6,5,3,4,3,-3,-2,2,6,9,6,7,6,5,3,3,2,3,4,4,6,2,3,6,4,4,2,5,3,3,4,2,4,4,3,2,3,3,3,4,3
21727756,HA,2,1,5,8,9,4,0,4,-7,-3,5,4,6,7,5,1,3,4,1,4,3,7,4,6,7,7,4,4,3,4,4,6,3,3,1,3,4,5,3,3,4,3,4,3,4
21727763,HA,5,5,7,1,7,2,2,7,-2,3,5,-6,6,6,6,8,7,4,2,3,3,6,6,4,3,4,3,5,6,1,3,4,2,4,2,3,3,2,3,4,2,3,4,3,2
21747721,HA,2,4,6,4,9,6,2,3,-7,-2,4,1,8,2,4,3,6,3,5,2,1,6,4,6,8,6,6,5,4,4,3,4,4,3,2,2,3,4,3,3,3,2,3,2,3
21747731,HA,6,5,4,4,9,1,4,5,-3,4,0,-1,4,4,6,5,4,1,5,2,4,6,4,4,5,7,4,6,6,3,2,8,2,3,4,2,4,3,4,4,2,3,3,3,3
21757735,HA,1,3,9,4,15,3,0,2,-14,0,9,2,9,7,8,1,3,7,6,3,4,3,2,5,3,5,3,2,7,2,4,6,2,3,3,2,4,3,4,3,3,3,4,3,3
21767715,HA,7,5,3,2,8,3,3,5,-1,2,0,-3,6,7,5,7,8,7,4,2,1,2,4,6,4,6,2,5,4,1,3,6,3,3,5,3,3,5,4,2,2,4,3,3,2
21767720,HA,3,4,3,5,7,3,4,5,-4,1,-1,0,6,5,3,7,4,4,6,5,4,4,3,6,5,4,4,4,1,5,5,5,3,3,4,3,4,4,4,3,4,2,4,3,3
21777712,HA,4,2,4,8,7,6,1,5,-3,-4,3,3,6,3,3,9,7,4,4,0,3,5,3,6,7,2,7,6,4,2,4,5,3,3,2,3,3,2,3,3,2,2,3,2,3
21777723,HA,3,2,8,5,7,5,3,6,-4,-3,5,-1,7,5,4,0,1,1,4,4,2,7,5,7,6,6,9,4,3,2,5,8,3,3,1,2,3,2,3,3,2,2,3,3,3
21797729,HA,2,4,10,5,8,6,3,3,-6,-2,7,2,4,6,5,3,3,4,4,3,3,5,3,4,5,4,6,8,5,5,5,5,4,3,1,2,3,3,3,3,2,3,4,2,3
21857767,HA,5,3,2,9,7,3,10,2,-2,0,-8,7,6,6,5,5,6,1,5,1,1,5,2,5,8,4,6,5,4,4,5,7,1,3,4,1,4,3,4,3,2,3,4,3,3
21787707,HA,3,2,5,4,8,5,0,4,-5,-3,5,0,7,4,6,7,7,7,4,2,1,3,6,4,7,1,1,4,9,4,5,1,3,2,2,4,3,4,3,2,4,3,3,3,2
21867769,HA,5,7,3,2,4,3,3,8,1,4,0,-6,7,2,4,6,7,7,5,2,3,5,1,4,6,1,5,8,6,4,4,3,2,2,4,5,3,5,3,3,4,2,3,4,2
21877752,HA,7,2,4,5,6,6,4,3,1,-4,0,2,3,4,5,8,8,6,6,4,1,5,5,5,4,3,1,7,4,3,3,5,3,2,3,3,4,3,3,2,3,3,2,3,3
21697731,HSP,6,5,3,7,5,4,3,4,1,1,0,3,7,5,4,6,8,2,4,2,1,5,3,5,6,5,7,6,3,4,2,5,4,3,4,3,4,4,4,3,4,2,4,3,3
21787744,HA,1,2,5,6,7,7,0,4,-6,-5,5,2,8,5,4,3,2,3,9,2,5,6,4,2,7,6,2,4,2,3,6,7,4,3,1,4,3,4,3,3,4,2,3,3,3
21797720,HA,6,4,2,5,5,5,5,3,1,-1,-3,2,6,7,3,7,9,5,3,3,5,2,4,4,7,3,4,5,4,3,2,4,4,2,4,3,3,4,3,2,3,3,4,4,3
21797733,HA,3,2,4,10,7,9,2,1,-4,-7,2,9,5,4,3,4,7,7,4,2,4,5,3,8,4,5,8,6,2,4,3,2,3,2,2,5,3,5,2,3,4,2,3,2,4
21797754,HA,6,0,1,9,5,10,4,1,1,-10,-3,8,5,6,6,4,5,4,3,3,4,0,0,8,8,9,6,2,2,4,4,7,3,2,3,3,4,3,1,2,2,4,4,3,3
21807763,HD,4,4,2,5,7,6,2,5,-3,-2,0,0,8,4,4,5,7,6,3,1,4,5,5,3,6,8,5,5,2,6,3,4,2,3,4,3,3,5,4,4,4,2,3,3,3
21817774,HA,8,4,5,1,4,4,3,6,4,0,2,-5,7,7,5,8,9,8,5,3,4,2,2,2,4,1,3,4,4,4,2,4,2,3,3,2,3,4,3,3,3,3,3,3,2
21837715,HA,1,3,5,7,9,7,1,3,-8,-4,4,4,3,4,5,6,7,3,6,3,4,0,2,7,7,6,7,5,3,3,3,7,3,3,3,4,4,5,2,2,4,2,3,2,4
21837763,HA,10,3,1,4,0,6,10,0,10,-3,-9,4,6,8,7,5,7,2,3,6,2,0,4,0,8,6,5,8,2,5,2,4,4,1,4,5,4,4,2,2,4,3,4,3,3
21847708,HA,5,7,2,5,8,4,4,5,-3,3,-2,0,8,1,5,8,6,3,5,3,4,7,2,3,2,5,6,6,5,3,5,6,4,4,2,4,3,5,3,4,4,2,4,3,3
21807713,HA,8,2,2,7,6,5,3,5,2,-3,-1,2,7,6,4,4,7,5,4,4,0,5,5,5,6,5,2,5,4,4,2,6,3,2,3,2,4,3,3,2,3,3,4,4,3
21847759,HA,8,3,1,6,4,5,4,5,4,-2,-3,1,5,4,8,6,5,5,6,3,4,2,3,4,7,3,5,1,4,7,4,2,1,1,4,3,4,3,3,2,3,3,3,3,3
21867723,HA,8,2,2,7,6,5,3,4,2,-3,-1,3,7,6,7,9,8,8,5,2,3,3,3,4,3,2,4,6,3,7,2,3,2,2,3,2,4,4,3,2,3,4,4,4,3
21807743,HA,8,4,1,7,7,5,3,3,1,-1,-2,4,5,5,5,7,7,3,6,3,3,0,1,7,6,5,7,6,3,4,4,3,4,2,4,3,4,4,2,2,4,3,4,3,3
21807770,HA,1,2,8,8,8,8,2,2,-7,-6,6,6,5,4,3,2,1,2,0,2,4,5,5,7,9,8,7,1,6,3,7,9,2,1,1,2,3,2,2,3,2,2,3,2,3
21817706,HA,8,6,2,5,6,4,7,2,2,2,-5,3,8,8,6,6,5,3,2,4,3,5,5,3,4,7,3,6,3,2,1,6,3,4,4,3,4,3,3,3,3,4,3,3,3
21827712,HA,2,2,9,6,7,7,2,2,-5,-5,7,4,6,4,4,5,4,3,5,5,4,3,4,2,6,2,6,6,6,5,3,7,3,3,2,3,4,3,2,3,3,2,3,2,4
21827715,HA,7,3,3,7,7,6,3,3,0,-3,0,4,7,3,7,7,5,0,1,6,2,3,1,3,6,8,7,6,4,5,3,6,4,3,3,4,4,3,2,3,3,3,4,2,3
21827720,HA,5,1,2,8,6,8,2,3,-1,-7,0,5,4,3,5,5,5,6,2,0,2,1,6,4,8,7,8,3,5,6,2,8,4,2,2,2,3,3,3,2,3,2,3,2,3
21837761,HA,6,2,2,6,5,8,4,2,1,-6,-2,4,8,5,5,8,8,3,3,1,2,1,3,4,7,6,7,4,4,3,2,6,4,2,4,4,4,4,3,2,4,3,4,4,3
21847776,HA,4,4,5,3,8,3,2,4,-4,1,3,-1,5,5,3,1,2,5,6,6,5,9,4,6,2,2,5,6,4,6,6,2,3,3,3,3,3,3,4,3,3,2,3,3,3
21857743,HA,2,1,6,6,9,8,3,2,-7,-7,3,4,5,7,6,1,2,5,3,3,2,5,4,5,8,5,4,6,4,2,5,8,4,3,1,4,4,4,3,3,4,3,4,3,4
21857744,HA,0,12,5,0,4,2,3,6,-4,10,2,-6,3,5,2,2,4,2,5,6,7,9,3,7,4,5,2,7,5,5,3,4,3,4,2,2,2,3,3,3,3,2,2,2,2
21857775,HA,1,1,4,9,8,10,1,1,-7,-9,3,8,8,6,8,0,3,1,4,8,4,4,5,5,5,3,8,2,6,2,3,5,3,2,1,2,4,4,3,3,3,3,3,3,3
21857708,HA,5,7,3,1,4,2,6,6,1,5,-3,-5,6,6,5,3,8,4,6,5,2,7,3,6,1,3,2,6,8,5,3,2,1,2,4,1,4,2,4,3,2,4,3,3,2
21857796,HA,1,5,8,4,5,5,2,6,-4,0,6,-2,5,5,7,1,5,3,5,2,4,6,3,1,7,7,5,7,4,4,6,3,3,4,3,3,3,3,3,4,3,3,4,3,3
21867717,HA,1,8,5,2,9,6,2,2,-8,2,3,0,6,6,3,4,6,4,4,3,4,5,3,2,8,1,3,7,7,4,4,6,4,4,4,2,3,3,3,4,3,2,3,3,2
21867731,HA,4,4,3,5,10,4,3,3,-6,0,0,2,7,6,5,2,6,4,2,5,2,7,6,5,4,4,7,5,4,2,3,4,4,3,2,5,4,5,4,3,5,3,4,4,3
21867781,HA,4,0,10,5,7,7,2,4,-3,-7,8,1,4,6,7,2,5,3,4,2,7,6,0,4,8,4,5,2,5,4,5,7,3,3,1,3,3,3,2,3,3,3,4,2,3
21867798,HA,2,1,10,6,9,5,2,1,-7,-4,8,5,4,7,8,1,2,2,7,3,7,2,3,5,5,6,5,3,7,3,4,6,3,3,1,3,4,3,3,2,3,3,4,2,4
21877705,HA,6,1,5,6,7,8,2,2,-1,-7,3,4,6,2,5,5,5,6,6,1,6,4,1,6,2,6,9,3,4,3,5,5,3,3,2,4,4,3,2,3,4,2,3,3,3
21877746,HA,2,5,9,1,8,1,2,6,-6,4,7,-5,4,3,3,7,4,6,4,4,4,5,5,5,6,3,4,5,3,3,8,4,3,4,3,3,2,3,4,4,3,2,3,2,3
21887717,HD,1,3,9,4,9,6,2,3,-8,-3,7,1,4,3,2,3,6,4,3,4,3,7,5,5,1,6,6,3,8,2,8,7,4,3,2,5,3,3,4,3,4,2,3,2,3
21877747,HA,1,3,6,8,9,5,1,3,-8,-2,5,5,7,2,3,3,5,4,3,4,3,4,3,3,3,8,8,6,6,5,4,6,5,3,2,4,3,4,2,3,5,2,3,2,3
21877792,HA,3,4,7,5,7,7,2,2,-4,-3,5,3,7,8,6,6,3,3,5,2,2,6,3,5,4,0,7,7,4,3,4,5,3,3,2,3,4,3,3,3,3,3,3,2,3
21877795,HA,4,10,4,3,6,2,2,7,-2,8,2,-4,3,5,3,7,9,5,6,5,2,6,7,4,5,0,2,6,4,4,6,1,4,3,4,4,2,4,3,4,4,2,1,3,1
21887709,HA,3,0,7,9,6,6,6,0,-3,-6,1,9,8,5,5,0,3,3,6,2,3,1,4,1,8,7,8,3,5,5,5,8,5,2,1,4,4,5,2,2,5,3,3,3,3
21887777,HA,5,1,4,7,10,7,1,1,-5,-6,3,6,5,6,5,4,5,4,5,1,5,2,2,7,7,5,8,6,3,4,3,3,3,3,2,3,4,4,2,3,3,3,4,2,4
21687702,VD,6,3,5,5,6,9,2,2,0,-6,3,3,7,6,8,9,7,6,7,5,3,2,2,3,5,0,2,6,3,3,3,3,2,3,2,5,4,4,2,2,4,3,3,3,2
21687734,HRP,9,3,3,4,5,6,6,3,4,-3,-3,1,4,7,8,6,7,7,4,0,3,3,4,3,8,4,4,6,2,3,1,6,4,2,4,5,4,5,3,2,5,3,4,4,3
21897757,HA,4,3,4,8,11,5,1,2,-7,-2,3,6,7,5,7,2,3,6,5,7,1,2,5,7,3,6,5,4,4,4,2,5,3,3,2,5,4,4,2,2,4,3,4,3,4
21737715,HA,6,4,3,3,6,5,5,2,0,-1,-2,1,8,8,5,5,5,2,3,3,2,6,3,4,6,4,5,4,3,3,5,6,4,2,2,3,4,4,3,3,4,2,4,3,4
21737757,HA,3,3,3,8,6,7,3,3,-3,-4,0,5,6,5,5,3,8,2,1,4,3,6,4,1,6,7,7,7,4,3,2,6,3,3,2,2,4,2,2,3,2,3,4,3,4
21807716,HA,6,4,5,5,8,5,2,4,-2,-1,3,1,8,7,7,6,4,5,5,3,3,4,4,5,6,3,4,4,2,1,4,5,2,3,2,3,3,4,4,3,3,3,4,3,3
21817746,HA,4,7,4,3,6,3,4,6,-2,4,0,-3,3,6,4,6,3,2,2,1,8,5,4,7,6,2,7,3,8,3,5,5,3,4,3,2,2,2,3,3,2,3,3,2,2
21837750,HA,5,4,3,4,5,8,2,4,0,-4,1,0,2,2,6,3,3,3,4,3,4,6,3,6,7,4,7,5,6,5,4,7,4,3,1,4,3,4,3,3,4,2,3,2,3
21837760,HA,10,1,1,7,3,6,9,3,7,-5,-8,4,8,7,9,5,4,3,4,2,2,5,3,3,9,2,7,2,1,5,5,4,3,2,3,2,4,3,2,2,3,3,3,4,3
21857765,HA,7,0,1,7,5,6,8,1,2,-6,-7,6,4,6,6,8,6,6,5,2,2,3,1,7,3,7,5,7,0,4,3,5,3,3,3,3,4,2,2,2,2,4,4,4,3
21857784,HA,9,1,7,4,3,6,8,3,6,-5,-1,1,4,7,7,8,6,3,4,5,3,3,3,4,8,3,0,2,4,4,7,5,5,2,3,5,4,5,3,2,5,3,3,3,2
21867742,HA,6,2,7,2,5,3,3,7,1,-1,4,-5,8,4,4,5,7,6,9,4,3,1,0,4,6,3,4,6,3,4,7,5,3,3,3,3,3,5,2,2,3,3,3,3,3
21877772,HA,3,5,9,0,10,2,2,7,-7,3,7,-7,2,5,2,5,6,5,4,5,7,9,5,7,0,2,6,5,4,2,7,2,4,3,3,5,2,5,3,3,5,2,3,3,3
21887713,HA,3,0,1,12,12,5,2,1,-9,-5,-1,11,7,5,5,2,2,5,3,3,4,1,4,6,9,6,7,3,4,3,5,6,3,2,2,2,4,3,3,2,3,3,4,3,4
21887728,HA,2,3,7,6,10,6,2,0,-8,-3,5,6,9,7,5,3,3,6,2,1,6,2,2,5,4,7,9,4,4,3,4,4,3,3,2,3,3,4,3,2,3,3,3,3,3
21897759,HA,8,2,5,2,5,6,4,5,3,-4,1,-3,6,3,2,4,3,6,6,3,5,6,5,5,4,2,4,5,7,4,4,6,3,3,2,3,3,4,3,3,3,2,3,3,2
21757738,Dn,6,3,3,5,10,3,5,2,-4,0,-2,3,6,3,5,6,6,4,3,3,2,5,7,4,6,5,4,4,6,3,3,5,2,3,4,2,4,1,3,3,2,2,4,3,3
21757769,HA,5,5,4,4,4,4,7,5,1,1,-3,-1,5,6,7,8,7,7,4,3,2,6,4,5,4,3,3,6,1,3,4,2,2,2,2,2,3,1,4,4,1,3,4,4,2
21877709,HA,10,3,2,3,2,4,7,8,8,-1,-5,-5,7,5,3,7,1,6,6,2,5,7,3,6,6,1,3,7,2,6,3,4,3,2,3,2,3,3,3,3,3,3,3,4,2
21677702,HA,5,2,3,7,5,7,1,3,0,-5,2,4,7,3,6,7,5,4,3,2,2,2,6,2,7,7,6,4,4,5,2,6,2,3,3,3,4,2,2,2,2,3,4,2,4
21617701,HA,2,9,7,1,8,0,3,5,-6,9,4,-4,4,7,3,4,7,1,3,7,4,8,4,5,4,1,3,3,7,4,6,5,3,4,3,3,2,3,4,3,3,2,2,2,1
21697706,HA,5,7,5,3,5,5,2,7,0,2,3,-4,5,8,8,6,5,4,4,6,1,7,2,5,4,1,3,6,2,4,3,6,2,4,3,2,3,3,3,3,2,2,2,2,2
21717704,HA,6,5,4,4,3,8,5,5,3,-3,-1,-1,2,2,5,9,8,6,2,6,1,5,6,5,3,5,4,6,3,4,2,6,2,4,2,2,2,1,4,3,2,2,3,3,3
21757705,HA,7,1,2,6,7,6,5,5,0,-5,-3,1,7,6,9,7,6,6,2,3,2,1,3,5,5,7,6,5,2,2,1,5,4,2,3,3,4,3,3,2,3,3,4,4,4
21917733,HA,6,7,5,2,5,2,5,5,1,5,0,-3,3,7,4,6,5,4,5,0,4,8,4,7,5,5,3,8,2,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3
21657703,HA,2,6,3,4,9,3,2,3,-7,3,1,1,5,5,5,8,8,2,3,5,1,2,4,7,7,3,6,6,4,3,3,3,2,3,3,3,3,5,3,3,4,3,4,3,3
21747704,HA,3,3,5,6,11,4,0,4,-8,-1,5,2,6,2,5,4,2,4,3,1,1,7,4,6,5,9,5,6,5,6,3,6,2,4,1,1,3,5,3,3,3,2,3,2,3
21637721,HA,9,7,1,1,0,2,5,10,9,5,-4,-9,4,6,4,7,7,9,6,5,5,4,4,4,4,2,1,6,1,6,5,0,4,3,4,4,3,3,4,3,3,4,2,3,2
